Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP, in $ Mn ,Employment (in 000),as % of sector GDP,as % of sector employment
France,FRA,"Agriculture, Mining and Quarrying",2777535.239,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
France,FRA,"Business, Trade, Personal, and Public Services",2777535.239,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
France,FRA,Hotel and restaurants and Other Personal Services,2777535.239,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
France,FRA,"Light/Heavy Manufacturing, Utilities, and Construction",2777535.239,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
France,FRA,Transport services,2777535.239,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
France,FRA,_All,2777535.239,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United Kingdom,UKG,"Agriculture, Mining and Quarrying",2855296.732,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United Kingdom,UKG,"Business, Trade, Personal, and Public Services",2855296.732,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United Kingdom,UKG,Hotel and restaurants and Other Personal Services,2855296.732,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United Kingdom,UKG,"Light/Heavy Manufacturing, Utilities, and Construction",2855296.732,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United Kingdom,UKG,Transport services,2855296.732,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United Kingdom,UKG,_All,2855296.732,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Greece,GRC,"Agriculture, Mining and Quarrying",218031.8446,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Greece,GRC,"Business, Trade, Personal, and Public Services",218031.8446,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Greece,GRC,Hotel and restaurants and Other Personal Services,218031.8446,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Greece,GRC,"Light/Heavy Manufacturing, Utilities, and Construction",218031.8446,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Greece,GRC,Transport services,218031.8446,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Greece,GRC,_All,218031.8446,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Croatia,HRV,"Agriculture, Mining and Quarrying",60971.69932,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Croatia,HRV,"Business, Trade, Personal, and Public Services",60971.69932,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Croatia,HRV,Hotel and restaurants and Other Personal Services,60971.69932,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Croatia,HRV,"Light/Heavy Manufacturing, Utilities, and Construction",60971.69932,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Croatia,HRV,Transport services,60971.69932,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Croatia,HRV,_All,60971.69932,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Hungary,HUN,"Agriculture, Mining and Quarrying",157882.9128,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Hungary,HUN,"Business, Trade, Personal, and Public Services",157882.9128,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Hungary,HUN,Hotel and restaurants and Other Personal Services,157882.9128,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Hungary,HUN,"Light/Heavy Manufacturing, Utilities, and Construction",157882.9128,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Hungary,HUN,Transport services,157882.9128,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Hungary,HUN,_All,157882.9128,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Indonesia,INO,"Agriculture, Mining and Quarrying",1042173.301,"Additional impact under Longer containment, larger demand shock",-0.80," 8,306.02 ",1658,-3.66,-4.32
Indonesia,INO,"Business, Trade, Personal, and Public Services",1042173.301,"Additional impact under Longer containment, larger demand shock",-1.72," 17,890.42 ",2040,-5.04,-5.11
Indonesia,INO,Hotel and restaurants and Other Personal Services,1042173.301,"Additional impact under Longer containment, larger demand shock",-0.25," 2,635.96 ",796,-4.90,-4.88
Indonesia,INO,"Light/Heavy Manufacturing, Utilities, and Construction",1042173.301,"Additional impact under Longer containment, larger demand shock",-1.39," 14,522.58 ",1081,-4.19,-4.34
Indonesia,INO,Transport services,1042173.301,"Additional impact under Longer containment, larger demand shock",-0.28," 2,911.03 ",279,-4.86,-4.84
Indonesia,INO,_All,1042173.301,"Additional impact under Longer containment, larger demand shock",-4.44," 46,266.01 ",5854,-4.44,-4.67
India,IND,"Agriculture, Mining and Quarrying",2718732.231,"Additional impact under Longer containment, larger demand shock",-0.68," 18,594.17 ",12236,-4.36,-4.55
India,IND,"Business, Trade, Personal, and Public Services",2718732.231,"Additional impact under Longer containment, larger demand shock",-2.48," 67,439.57 ",5478,-4.70,-4.58
India,IND,Hotel and restaurants and Other Personal Services,2718732.231,"Additional impact under Longer containment, larger demand shock",-0.18," 4,766.59 ",1180,-4.25,-4.29
India,IND,"Light/Heavy Manufacturing, Utilities, and Construction",2718732.231,"Additional impact under Longer containment, larger demand shock",-0.98," 26,720.35 ",6260,-4.52,-4.68
India,IND,Transport services,2718732.231,"Additional impact under Longer containment, larger demand shock",-0.25," 6,831.65 ",1054,-4.44,-4.50
India,IND,_All,2718732.231,"Additional impact under Longer containment, larger demand shock",-4.57," 124,352.32 ",26209,-4.57,-4.57
Ireland,IRE,"Agriculture, Mining and Quarrying",382487.4905,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Ireland,IRE,"Business, Trade, Personal, and Public Services",382487.4905,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Ireland,IRE,Hotel and restaurants and Other Personal Services,382487.4905,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Ireland,IRE,"Light/Heavy Manufacturing, Utilities, and Construction",382487.4905,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Ireland,IRE,Transport services,382487.4905,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Ireland,IRE,_All,382487.4905,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Italy,ITA,"Agriculture, Mining and Quarrying",2083864.26,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Italy,ITA,"Business, Trade, Personal, and Public Services",2083864.26,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Italy,ITA,Hotel and restaurants and Other Personal Services,2083864.26,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Italy,ITA,"Light/Heavy Manufacturing, Utilities, and Construction",2083864.26,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Italy,ITA,Transport services,2083864.26,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Italy,ITA,_All,2083864.26,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Japan,JPN,"Agriculture, Mining and Quarrying",4971323.08,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Japan,JPN,"Business, Trade, Personal, and Public Services",4971323.08,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Japan,JPN,Hotel and restaurants and Other Personal Services,4971323.08,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Japan,JPN,"Light/Heavy Manufacturing, Utilities, and Construction",4971323.08,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Japan,JPN,Transport services,4971323.08,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Japan,JPN,_All,4971323.08,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Republic of Korea,KOR,"Agriculture, Mining and Quarrying",1619423.701,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Republic of Korea,KOR,"Business, Trade, Personal, and Public Services",1619423.701,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Republic of Korea,KOR,Hotel and restaurants and Other Personal Services,1619423.701,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Republic of Korea,KOR,"Light/Heavy Manufacturing, Utilities, and Construction",1619423.701,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Republic of Korea,KOR,Transport services,1619423.701,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Republic of Korea,KOR,_All,1619423.701,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Lithuania,LTU,"Agriculture, Mining and Quarrying",53429.06643,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Lithuania,LTU,"Business, Trade, Personal, and Public Services",53429.06643,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Lithuania,LTU,Hotel and restaurants and Other Personal Services,53429.06643,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Lithuania,LTU,"Light/Heavy Manufacturing, Utilities, and Construction",53429.06643,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Lithuania,LTU,Transport services,53429.06643,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Lithuania,LTU,_All,53429.06643,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Luxembourg,LUX,"Agriculture, Mining and Quarrying",70885.32588,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Luxembourg,LUX,"Business, Trade, Personal, and Public Services",70885.32588,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Luxembourg,LUX,Hotel and restaurants and Other Personal Services,70885.32588,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Luxembourg,LUX,"Light/Heavy Manufacturing, Utilities, and Construction",70885.32588,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Luxembourg,LUX,Transport services,70885.32588,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Luxembourg,LUX,_All,70885.32588,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Latvia,LVA,"Agriculture, Mining and Quarrying",34409.22918,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Latvia,LVA,"Business, Trade, Personal, and Public Services",34409.22918,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Latvia,LVA,Hotel and restaurants and Other Personal Services,34409.22918,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Latvia,LVA,"Light/Heavy Manufacturing, Utilities, and Construction",34409.22918,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Latvia,LVA,Transport services,34409.22918,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Latvia,LVA,_All,34409.22918,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Mexico,MEX,"Agriculture, Mining and Quarrying",1220699.48,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Mexico,MEX,"Business, Trade, Personal, and Public Services",1220699.48,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Mexico,MEX,Hotel and restaurants and Other Personal Services,1220699.48,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Mexico,MEX,"Light/Heavy Manufacturing, Utilities, and Construction",1220699.48,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Mexico,MEX,Transport services,1220699.48,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Mexico,MEX,_All,1220699.48,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Malta,MLT,"Agriculture, Mining and Quarrying",14553.42293,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Malta,MLT,"Business, Trade, Personal, and Public Services",14553.42293,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Malta,MLT,Hotel and restaurants and Other Personal Services,14553.42293,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Malta,MLT,"Light/Heavy Manufacturing, Utilities, and Construction",14553.42293,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Malta,MLT,Transport services,14553.42293,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Malta,MLT,_All,14553.42293,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Netherlands,NET,"Agriculture, Mining and Quarrying",913658.4657,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Netherlands,NET,"Business, Trade, Personal, and Public Services",913658.4657,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Netherlands,NET,Hotel and restaurants and Other Personal Services,913658.4657,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Netherlands,NET,"Light/Heavy Manufacturing, Utilities, and Construction",913658.4657,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Netherlands,NET,Transport services,913658.4657,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Netherlands,NET,_All,913658.4657,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Norway,NOR,"Agriculture, Mining and Quarrying",434166.6154,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Norway,NOR,"Business, Trade, Personal, and Public Services",434166.6154,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Norway,NOR,Hotel and restaurants and Other Personal Services,434166.6154,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Norway,NOR,"Light/Heavy Manufacturing, Utilities, and Construction",434166.6154,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Norway,NOR,Transport services,434166.6154,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Norway,NOR,_All,434166.6154,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Poland,POL,"Agriculture, Mining and Quarrying",585663.8148,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Poland,POL,"Business, Trade, Personal, and Public Services",585663.8148,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Poland,POL,Hotel and restaurants and Other Personal Services,585663.8148,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Poland,POL,"Light/Heavy Manufacturing, Utilities, and Construction",585663.8148,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Poland,POL,Transport services,585663.8148,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Poland,POL,_All,585663.8148,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Portugal,POR,"Agriculture, Mining and Quarrying",240674.5245,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Portugal,POR,"Business, Trade, Personal, and Public Services",240674.5245,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Portugal,POR,Hotel and restaurants and Other Personal Services,240674.5245,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Portugal,POR,"Light/Heavy Manufacturing, Utilities, and Construction",240674.5245,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Portugal,POR,Transport services,240674.5245,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Portugal,POR,_All,240674.5245,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Romania,ROM,"Agriculture, Mining and Quarrying",239552.5167,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Romania,ROM,"Business, Trade, Personal, and Public Services",239552.5167,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Romania,ROM,Hotel and restaurants and Other Personal Services,239552.5167,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Romania,ROM,"Light/Heavy Manufacturing, Utilities, and Construction",239552.5167,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Romania,ROM,Transport services,239552.5167,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Romania,ROM,_All,239552.5167,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Russia,RUS,"Agriculture, Mining and Quarrying",1657554.647,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Russia,RUS,"Business, Trade, Personal, and Public Services",1657554.647,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Russia,RUS,Hotel and restaurants and Other Personal Services,1657554.647,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Russia,RUS,"Light/Heavy Manufacturing, Utilities, and Construction",1657554.647,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Russia,RUS,Transport services,1657554.647,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Russia,RUS,_All,1657554.647,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovak Republic,SVK,"Agriculture, Mining and Quarrying",105904.6322,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovak Republic,SVK,"Business, Trade, Personal, and Public Services",105904.6322,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovak Republic,SVK,Hotel and restaurants and Other Personal Services,105904.6322,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovak Republic,SVK,"Light/Heavy Manufacturing, Utilities, and Construction",105904.6322,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovak Republic,SVK,Transport services,105904.6322,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovak Republic,SVK,_All,105904.6322,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovenia,SVN,"Agriculture, Mining and Quarrying",54007.97211,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovenia,SVN,"Business, Trade, Personal, and Public Services",54007.97211,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovenia,SVN,Hotel and restaurants and Other Personal Services,54007.97211,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovenia,SVN,"Light/Heavy Manufacturing, Utilities, and Construction",54007.97211,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovenia,SVN,Transport services,54007.97211,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Slovenia,SVN,_All,54007.97211,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Sweden,SWE,"Agriculture, Mining and Quarrying",556086.4889,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Sweden,SWE,"Business, Trade, Personal, and Public Services",556086.4889,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Sweden,SWE,Hotel and restaurants and Other Personal Services,556086.4889,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Sweden,SWE,"Light/Heavy Manufacturing, Utilities, and Construction",556086.4889,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Sweden,SWE,Transport services,556086.4889,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Sweden,SWE,_All,556086.4889,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Turkey,TUR,"Agriculture, Mining and Quarrying",771350.3305,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Turkey,TUR,"Business, Trade, Personal, and Public Services",771350.3305,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Turkey,TUR,Hotel and restaurants and Other Personal Services,771350.3305,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Turkey,TUR,"Light/Heavy Manufacturing, Utilities, and Construction",771350.3305,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Turkey,TUR,Transport services,771350.3305,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Turkey,TUR,_All,771350.3305,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
"Taipei,China",TAP,"Agriculture, Mining and Quarrying",608186,"Additional impact under Longer containment, larger demand shock",-0.06, 393.39 ,22,-3.73,-3.83
"Taipei,China",TAP,"Business, Trade, Personal, and Public Services",608186,"Additional impact under Longer containment, larger demand shock",-2.15," 13,058.26 ",204,-4.10,-3.94
"Taipei,China",TAP,Hotel and restaurants and Other Personal Services,608186,"Additional impact under Longer containment, larger demand shock",-0.27," 1,653.77 ",72,-4.03,-3.96
"Taipei,China",TAP,"Light/Heavy Manufacturing, Utilities, and Construction",608186,"Additional impact under Longer containment, larger demand shock",-0.58," 3,535.07 ",110,-1.60,-2.45
"Taipei,China",TAP,Transport services,608186,"Additional impact under Longer containment, larger demand shock",-0.06, 356.40 ,9,-2.09,-1.88
"Taipei,China",TAP,_All,608186,"Additional impact under Longer containment, larger demand shock",-3.12," 18,996.90 ",417,-3.12,-3.32
United States,USA,"Agriculture, Mining and Quarrying",20544343.46,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United States,USA,"Business, Trade, Personal, and Public Services",20544343.46,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United States,USA,Hotel and restaurants and Other Personal Services,20544343.46,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United States,USA,"Light/Heavy Manufacturing, Utilities, and Construction",20544343.46,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United States,USA,Transport services,20544343.46,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
United States,USA,_All,20544343.46,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Bangladesh,BAN,"Agriculture, Mining and Quarrying",274024.959,"Additional impact under Longer containment, larger demand shock",-0.68," 1,869.79 ",1254,-4.36,-4.32
Bangladesh,BAN,"Business, Trade, Personal, and Public Services",274024.959,"Additional impact under Longer containment, larger demand shock",-1.66," 4,557.73 ",784,-4.55,-4.66
Bangladesh,BAN,Hotel and restaurants and Other Personal Services,274024.959,"Additional impact under Longer containment, larger demand shock",-0.50," 1,373.86 ",140,-4.58,-4.55
Bangladesh,BAN,"Light/Heavy Manufacturing, Utilities, and Construction",274024.959,"Additional impact under Longer containment, larger demand shock",-1.20," 3,278.50 ",650,-4.22,-3.92
Bangladesh,BAN,Transport services,274024.959,"Additional impact under Longer containment, larger demand shock",-0.39," 1,058.15 ",213,-4.57,-4.57
Bangladesh,BAN,_All,274024.959,"Additional impact under Longer containment, larger demand shock",-4.43," 12,138.03 ",3041,-4.43,-4.33
Malaysia,MAL,"Agriculture, Mining and Quarrying",358581.9434,"Additional impact under Longer containment, larger demand shock",-0.34," 1,213.44 ",52,-2.04,-2.70
Malaysia,MAL,"Business, Trade, Personal, and Public Services",358581.9434,"Additional impact under Longer containment, larger demand shock",-1.65," 5,911.15 ",374,-3.58,-3.66
Malaysia,MAL,Hotel and restaurants and Other Personal Services,358581.9434,"Additional impact under Longer containment, larger demand shock",-0.21, 743.40 ,45,-3.98,-3.96
Malaysia,MAL,"Light/Heavy Manufacturing, Utilities, and Construction",358581.9434,"Additional impact under Longer containment, larger demand shock",-0.61," 2,174.64 ",94,-2.12,-2.41
Malaysia,MAL,Transport services,358581.9434,"Additional impact under Longer containment, larger demand shock",-0.09, 322.60 ,17,-2.56,-2.57
Malaysia,MAL,_All,358581.9434,"Additional impact under Longer containment, larger demand shock",-2.89," 10,365.23 ",582,-2.89,-3.26
Philippines,PHI,"Agriculture, Mining and Quarrying",330910.3436,"Additional impact under Longer containment, larger demand shock",-0.41," 1,341.72 ",481,-4.01,-4.04
Philippines,PHI,"Business, Trade, Personal, and Public Services",330910.3436,"Additional impact under Longer containment, larger demand shock",-2.22," 7,347.76 ",903,-4.25,-4.32
Philippines,PHI,Hotel and restaurants and Other Personal Services,330910.3436,"Additional impact under Longer containment, larger demand shock",-0.14, 472.39 ,72,-3.46,-3.38
Philippines,PHI,"Light/Heavy Manufacturing, Utilities, and Construction",330910.3436,"Additional impact under Longer containment, larger demand shock",-1.22," 4,038.16 ",326,-4.08,-4.31
Philippines,PHI,Transport services,330910.3436,"Additional impact under Longer containment, larger demand shock",-0.14, 477.09 ,50,-4.03,-4.07
Philippines,PHI,_All,330910.3436,"Additional impact under Longer containment, larger demand shock",-4.13," 13,677.12 ",1832,-4.13,-4.19
Thailand,THA,"Agriculture, Mining and Quarrying",504992.7577,"Additional impact under Longer containment, larger demand shock",-0.20," 1,010.79 ",448,-2.48,-2.47
Thailand,THA,"Business, Trade, Personal, and Public Services",504992.7577,"Additional impact under Longer containment, larger demand shock",-1.65," 8,307.83 ",525,-3.52,-3.59
Thailand,THA,Hotel and restaurants and Other Personal Services,504992.7577,"Additional impact under Longer containment, larger demand shock",-0.44," 2,196.90 ",57,-3.28,-3.20
Thailand,THA,"Light/Heavy Manufacturing, Utilities, and Construction",504992.7577,"Additional impact under Longer containment, larger demand shock",-0.83," 4,196.67 ",250,-2.90,-3.06
Thailand,THA,Transport services,504992.7577,"Additional impact under Longer containment, larger demand shock",-0.08, 395.06 ,51,-2.44,-2.40
Thailand,THA,_All,504992.7577,"Additional impact under Longer containment, larger demand shock",-3.19," 16,107.26 ",1331,-3.19,-2.97
Viet Nam,VIE,"Agriculture, Mining and Quarrying",245213.6864,"Additional impact under Longer containment, larger demand shock",-0.33, 816.72 ,624,-2.12,-2.41
Viet Nam,VIE,"Business, Trade, Personal, and Public Services",245213.6864,"Additional impact under Longer containment, larger demand shock",-1.23," 3,010.77 ",416,-3.65,-4.25
Viet Nam,VIE,Hotel and restaurants and Other Personal Services,245213.6864,"Additional impact under Longer containment, larger demand shock",-0.16, 388.93 ,94,-3.35,-3.31
Viet Nam,VIE,"Light/Heavy Manufacturing, Utilities, and Construction",245213.6864,"Additional impact under Longer containment, larger demand shock",-1.04," 2,557.61 ",414,-2.46,-3.03
Viet Nam,VIE,Transport services,245213.6864,"Additional impact under Longer containment, larger demand shock",-0.07, 178.43 ,32,-2.11,-2.29
Viet Nam,VIE,_All,245213.6864,"Additional impact under Longer containment, larger demand shock",-2.84," 6,952.47 ",1580,-2.84,-2.95
Kazakhstan,KAZ,"Agriculture, Mining and Quarrying",179339.9949,"Additional impact under Longer containment, larger demand shock",-0.36, 651.75 ,276,-1.67,-4.66
Kazakhstan,KAZ,"Business, Trade, Personal, and Public Services",179339.9949,"Additional impact under Longer containment, larger demand shock",-1.93," 3,462.92 ",127,-4.33,-4.79
Kazakhstan,KAZ,Hotel and restaurants and Other Personal Services,179339.9949,"Additional impact under Longer containment, larger demand shock",-0.20, 363.16 ,14,-5.05,-5.03
Kazakhstan,KAZ,"Light/Heavy Manufacturing, Utilities, and Construction",179339.9949,"Additional impact under Longer containment, larger demand shock",-0.83," 1,490.98 ",79,-3.96,-4.39
Kazakhstan,KAZ,Transport services,179339.9949,"Additional impact under Longer containment, larger demand shock",-0.32, 568.81 ,10,-3.64,-3.47
Kazakhstan,KAZ,_All,179339.9949,"Additional impact under Longer containment, larger demand shock",-3.65," 6,537.62 ",505,-3.65,-4.63
Mongolia,MON,"Agriculture, Mining and Quarrying",13066.74914,"Additional impact under Longer containment, larger demand shock",-0.61, 79.27 ,14,-1.57,-3.48
Mongolia,MON,"Business, Trade, Personal, and Public Services",13066.74914,"Additional impact under Longer containment, larger demand shock",-1.38, 180.36 ,18,-3.70,-3.81
Mongolia,MON,Hotel and restaurants and Other Personal Services,13066.74914,"Additional impact under Longer containment, larger demand shock",-0.08, 10.78 ,3,-3.56,-3.41
Mongolia,MON,"Light/Heavy Manufacturing, Utilities, and Construction",13066.74914,"Additional impact under Longer containment, larger demand shock",-0.59, 76.93 ,9,-3.60,-3.87
Mongolia,MON,Transport services,13066.74914,"Additional impact under Longer containment, larger demand shock",-0.15, 19.78 ,2,-2.88,-2.79
Mongolia,MON,_All,13066.74914,"Additional impact under Longer containment, larger demand shock",-2.81, 367.12 ,46,-2.81,-3.64
Sri Lanka,SRI,"Agriculture, Mining and Quarrying",88900.77086,"Additional impact under Longer containment, larger demand shock",-0.46, 409.85 ,105,-3.92,-4.02
Sri Lanka,SRI,"Business, Trade, Personal, and Public Services",88900.77086,"Additional impact under Longer containment, larger demand shock",-1.96," 1,740.01 ",161,-5.17,-5.43
Sri Lanka,SRI,Hotel and restaurants and Other Personal Services,88900.77086,"Additional impact under Longer containment, larger demand shock",-0.65, 582.02 ,22,-5.19,-4.75
Sri Lanka,SRI,"Light/Heavy Manufacturing, Utilities, and Construction",88900.77086,"Additional impact under Longer containment, larger demand shock",-1.16," 1,031.64 ",86,-4.39,-4.06
